Suburb,Rooms,Type,SellerG,Bedrooms,Bathroom,Garage,Landsize,YearBuilt,CouncilArea,Regionname,Price
Balwyn,4,h,Fletchers,4,2,4,935,1927,Boroondara,Southern Metropolitan,3270000
Balwyn,2,u,Jellis,2,1,1,115,1960,Boroondara,Southern Metropolitan,625000
Balwyn,4,h,RT,4,3,2,674,1997,Boroondara,Southern Metropolitan,2730000
Balwyn,2,u,Fletchers,2,1,2,231,1985,Boroondara,Southern Metropolitan,1053000
Balwyn,3,h,Marshall,3,2,2,380,1980,Boroondara,Southern Metropolitan,1800000
Balwyn,3,t,Noel,3,2,2,306,1995,Boroondara,Southern Metropolitan,1472000
Balwyn,2,u,Marshall,2,1,1,87,1990,Boroondara,Southern Metropolitan,754000
Balwyn,4,h,Marshall,4,2,2,752,1981,Boroondara,Southern Metropolitan,2188000
Balwyn,2,u,Noel,2,1,1,213,1980,Boroondara,Southern Metropolitan,755000
Balwyn,4,h,Jellis,4,3,2,1007,1910,Boroondara,Southern Metropolitan,3290000
Balwyn,4,h,Fletchers,4,2,1,685,1940,Boroondara,Southern Metropolitan,2410000
Balwyn,4,h,hockingstuart,3,1,2,739,1930,Boroondara,Southern Metropolitan,2000000
Balwyn,4,h,Mandy,4,2,1,665,1940,Boroondara,Southern Metropolitan,1900000
Balwyn,3,h,Jellis,3,2,1,706,1930,Boroondara,Southern Metropolitan,3401000
Balwyn,3,h,Jellis,3,2,3,613,1943,Boroondara,Southern Metropolitan,1750000
Balwyn,3,t,hockingstuart,3,2,1,259,1940,Boroondara,Southern Metropolitan,1100000
Balwyn,5,h,Jellis,5,3,2,715,2009,Boroondara,Southern Metropolitan,3020000
Balwyn,5,h,Marshall,4,2,2,981,1960,Boroondara,Southern Metropolitan,2450000
Balwyn,2,u,hockingstuart,2,1,1,130,1960,Boroondara,Southern Metropolitan,730000
Balwyn,3,h,Noel,3,2,2,404,2011,Boroondara,Southern Metropolitan,1500000
Balwyn,3,h,Fletchers,3,1,1,607,1950,Boroondara,Southern Metropolitan,1850000
Balwyn,4,h,Marshall,3,1,1,672,1935,Boroondara,Southern Metropolitan,1700000
Balwyn North,3,t,hockingstuart,3,2,2,260,2000,Boroondara,Southern Metropolitan,1315000
Balwyn North,3,h,Jellis,3,2,1,778,1950,Boroondara,Southern Metropolitan,1500000
Balwyn North,4,h,Jellis,4,4,3,1135,1960,Boroondara,Southern Metropolitan,3230000
Balwyn North,4,h,Noel,4,2,2,647,1955,Boroondara,Southern Metropolitan,1905000
Balwyn North,5,h,hockingstuart,5,4,2,760,2015,Boroondara,Southern Metropolitan,3300000
Balwyn North,4,h,Fletchers,4,2,2,642,1955,Boroondara,Southern Metropolitan,1900000
Balwyn North,3,h,Marshall,3,1,2,888,1950,Boroondara,Southern Metropolitan,2251000
Balwyn North,4,h,RW,4,2,2,750,1950,Boroondara,Southern Metropolitan,2205000
Balwyn North,3,h,hockingstuart,3,2,1,347,2011,Boroondara,Southern Metropolitan,1265000
Balwyn North,4,h,Kay,4,2,2,673,1960,Boroondara,Southern Metropolitan,1750000
Balwyn North,3,h,Jellis,3,1,2,665,1950,Boroondara,Southern Metropolitan,1450000
Balwyn North,4,h,Fletchers,4,2,2,772,1955,Boroondara,Southern Metropolitan,2614000
Balwyn North,4,h,Fletchers,4,2,3,736,1958,Boroondara,Southern Metropolitan,1825000
Balwyn North,5,h,Jellis,3,4,2,886,2013,Boroondara,Southern Metropolitan,3250000
Balwyn North,3,t,Christopher,3,2,1,207,2003,Boroondara,Southern Metropolitan,1150000
Balwyn North,3,h,Noel,3,2,2,645,1953,Boroondara,Southern Metropolitan,1575000
Balwyn North,4,h,hockingstuart,4,2,2,662,1965,Boroondara,Southern Metropolitan,1572000
Balwyn North,5,h,Jellis,5,3,2,705,2013,Boroondara,Southern Metropolitan,1750000
Balwyn North,4,h,Jellis,4,2,2,619,1990,Boroondara,Southern Metropolitan,1850000
Balwyn North,4,h,RW,4,3,2,1274,1970,Boroondara,Southern Metropolitan,2130000
Balwyn North,5,h,RW,4,4,2,624,1967,Boroondara,Southern Metropolitan,3690000
Balwyn North,4,h,Jellis,4,2,2,610,1993,Boroondara,Southern Metropolitan,1740000
Balwyn North,4,h,Jellis,4,3,2,657,2006,Boroondara,Southern Metropolitan,2575000
Balwyn North,4,h,Jellis,3,2,1,517,1970,Boroondara,Southern Metropolitan,1388800
Balwyn North,4,h,Jellis,4,2,2,715,1939,Boroondara,Southern Metropolitan,1702000
Balwyn North,4,h,Fletchers/One,4,2,4,587,1960,Boroondara,Southern Metropolitan,1800000
Balwyn North,4,h,Marshall,4,3,2,1070,1992,Boroondara,Southern Metropolitan,2910000
Balwyn North,5,h,hockingstuart,3,1,1,800,1950,Boroondara,Southern Metropolitan,1500000
Balwyn North,5,h,Noel,5,3,2,900,1955,Boroondara,Southern Metropolitan,2200000
Balwyn North,3,h,Fletchers,3,2,3,763,1960,Boroondara,Southern Metropolitan,1700000
Balwyn North,3,h,Noel,2,1,2,854,1948,Boroondara,Southern Metropolitan,1750000
Balwyn North,3,h,Noel,3,3,1,310,2012,Boroondara,Southern Metropolitan,1230000
Balwyn North,7,h,Barry,5,3,3,637,2008,Boroondara,Southern Metropolitan,2600000
Balwyn North,4,h,Fletchers,3,3,2,665,1970,Boroondara,Southern Metropolitan,1950000
Balwyn North,5,h,RW,5,2,2,710,1955,Boroondara,Southern Metropolitan,1750000
Balwyn North,5,h,Fletchers,5,2,2,1002,1950,Boroondara,Southern Metropolitan,2000000
Balwyn North,3,h,Jellis,3,1,4,605,1950,Boroondara,Southern Metropolitan,1480000
Balwyn North,3,h,Fletchers,3,1,1,722,1930,Boroondara,Southern Metropolitan,1818000
Balwyn North,4,h,Jellis,4,2,2,1235,1960,Boroondara,Southern Metropolitan,2525000
Balwyn North,4,h,Assisi,4,3,1,904,2003,Boroondara,Southern Metropolitan,3360000
Balwyn North,4,h,Jellis,4,2,1,654,1960,Boroondara,Southern Metropolitan,1620000
Balwyn North,3,h,Noel,3,1,2,713,1950,Boroondara,Southern Metropolitan,1903000
Balwyn North,4,h,Marshall,4,3,2,869,1950,Boroondara,Southern Metropolitan,1720000
Balwyn North,4,h,Fletchers,4,2,2,667,1974,Boroondara,Southern Metropolitan,1675000
Balwyn North,4,t,Noel,4,3,1,362,2014,Boroondara,Southern Metropolitan,1680000
Balwyn North,5,h,Marshall,5,5,4,1364,2013,Boroondara,Southern Metropolitan,4000000
Balwyn North,4,h,Fletchers,4,2,2,1010,1950,Boroondara,Southern Metropolitan,2205000
Balwyn North,3,h,Jellis,3,2,3,949,1940,Boroondara,Southern Metropolitan,2100000
Balwyn North,2,h,Jellis,2,1,1,177,1975,Boroondara,Southern Metropolitan,685000
Balwyn North,3,h,Fletchers,3,2,2,368,2009,Boroondara,Southern Metropolitan,1335000
Balwyn North,4,h,One,4,2,4,587,1960,Boroondara,Southern Metropolitan,1900000
Balwyn North,2,u,Christopher,2,1,1,1075,1970,Boroondara,Southern Metropolitan,735000
Balwyn North,2,u,Fletchers,2,1,1,250,1995,Boroondara,Southern Metropolitan,1040000
Balwyn North,4,h,Marshall,4,2,2,644,1950,Boroondara,Southern Metropolitan,1250000
Balwyn North,6,h,Fletchers,6,3,2,808,1974,Boroondara,Southern Metropolitan,1900000
Balwyn North,5,h,Fletchers,5,3,2,842,1961,Boroondara,Southern Metropolitan,1875000
Balwyn North,4,h,hockingstuart,4,2,2,701,1960,Boroondara,Southern Metropolitan,1530000
Balwyn North,4,h,Jellis,3,2,5,754,1960,Boroondara,Southern Metropolitan,1700000
Balwyn North,3,t,Fletchers,3,2,2,186,2010,Boroondara,Southern Metropolitan,1238000
Balwyn North,3,h,Noel,3,1,0,635,1960,Boroondara,Southern Metropolitan,1320000
Balwyn North,3,h,Nelson,3,1,2,657,1960,Boroondara,Southern Metropolitan,1651000
Balwyn North,5,h,Marshall,5,3,2,900,1955,Boroondara,Southern Metropolitan,1920000
Balwyn North,5,h,RT,5,2,3,845,1980,Boroondara,Southern Metropolitan,1560000
Balwyn North,3,h,Christopher,3,2,1,207,2003,Boroondara,Southern Metropolitan,1038000
Balwyn North,5,h,hockingstuart,4,3,2,737,1950,Boroondara,Southern Metropolitan,1660000
Balwyn North,3,h,hockingstuart,3,2,2,458,1997,Boroondara,Southern Metropolitan,1260000
Balwyn North,4,h,Noel,4,2,2,730,1960,Boroondara,Southern Metropolitan,2150000
Balwyn North,3,h,Fletchers,3,2,1,720,1955,Boroondara,Southern Metropolitan,1770000
Balwyn North,5,h,Jellis,4,2,2,939,1957,Boroondara,Southern Metropolitan,1836000
Bentleigh,2,u,hockingstuart,2,1,2,202,1974,Glen Eira,Southern Metropolitan,636000
Bentleigh,3,u,hockingstuart,3,1,2,348,1950,Glen Eira,Southern Metropolitan,875000
Bentleigh,3,t,Ray,3,2,2,362,1997,Glen Eira,Southern Metropolitan,895000
Bentleigh,3,h,Buxton,3,2,2,613,1960,Glen Eira,Southern Metropolitan,1425000
Bentleigh,2,t,hockingstuart,2,1,1,140,1970,Glen Eira,Southern Metropolitan,851000
Bentleigh,3,h,Ray,3,2,2,299,2000,Glen Eira,Southern Metropolitan,1222500
Bentleigh,3,t,hockingstuart,3,2,1,418,1925,Glen Eira,Southern Metropolitan,900000
Bentleigh,7,h,Ray,7,3,4,607,1950,Glen Eira,Southern Metropolitan,1005000
Bentleigh,3,h,Buxton,3,1,1,576,1945,Glen Eira,Southern Metropolitan,1317500
Bentleigh,4,t,hockingstuart,3,3,2,291,2012,Glen Eira,Southern Metropolitan,1435000
Bentleigh,3,h,Buxton,3,1,2,692,1940,Glen Eira,Southern Metropolitan,1110000
Bentleigh,4,h,Buxton,3,2,2,795,1928,Glen Eira,Southern Metropolitan,2435000
Bentleigh,3,h,hockingstuart,3,2,1,565,1940,Glen Eira,Southern Metropolitan,1500000
Bentleigh,4,h,Buxton,4,2,2,697,1940,Glen Eira,Southern Metropolitan,1300000
Bentleigh,3,h,hockingstuart,3,1,2,584,1948,Glen Eira,Southern Metropolitan,1125000
Bentleigh,4,h,hockingstuart,3,2,2,610,1940,Glen Eira,Southern Metropolitan,1328000
Bentleigh,3,h,hockingstuart,3,2,1,526,1910,Glen Eira,Southern Metropolitan,1340000
Bentleigh,4,t,Buxton,4,3,2,271,2010,Glen Eira,Southern Metropolitan,1155000
Bentleigh,3,h,Buxton,3,1,4,758,1960,Glen Eira,Southern Metropolitan,1275000
Bentleigh,2,h,Marshall,2,1,1,296,1940,Glen Eira,Southern Metropolitan,855000
Bentleigh,2,u,hockingstuart,2,1,1,116,1960,Glen Eira,Southern Metropolitan,650000
Bentleigh,4,h,Buxton,4,2,4,902,1950,Glen Eira,Southern Metropolitan,1815000
Bentleigh,4,h,hockingstuart,4,3,2,557,2008,Glen Eira,Southern Metropolitan,2255000
Bentleigh,3,h,McGrath,3,2,2,613,1950,Glen Eira,Southern Metropolitan,1470000
Bentleigh,2,u,hockingstuart,2,2,3,226,2005,Glen Eira,Southern Metropolitan,855000
Bentleigh,4,h,McGrath,4,2,3,855,1930,Glen Eira,Southern Metropolitan,1860000
Bentleigh,2,u,hockingstuart,2,1,1,227,1990,Glen Eira,Southern Metropolitan,725000
Bentleigh,3,h,Buxton,3,1,1,632,1950,Glen Eira,Southern Metropolitan,1293000
Bentleigh,3,h,Buxton,3,1,2,723,1925,Glen Eira,Southern Metropolitan,1390000
Bentleigh,3,h,Woodards,3,2,2,690,1970,Glen Eira,Southern Metropolitan,1328000
Bentleigh,4,t,hockingstuart,4,2,3,354,2008,Glen Eira,Southern Metropolitan,1247000
Bentleigh,3,h,hockingstuart,3,1,2,624,1950,Glen Eira,Southern Metropolitan,1370000
Bentleigh,4,h,hockingstuart,4,2,1,576,1920,Glen Eira,Southern Metropolitan,1385000
Bentleigh,3,h,Buxton,3,2,1,581,1965,Glen Eira,Southern Metropolitan,1095000
Bentleigh,2,u,hockingstuart,2,1,1,677,2012,Glen Eira,Southern Metropolitan,725000
Bentleigh,3,t,Buxton,3,2,2,147,2007,Glen Eira,Southern Metropolitan,825000
Bentleigh,5,h,Gary,5,3,2,772,1986,Glen Eira,Southern Metropolitan,1600000
Bentleigh,3,h,Buxton,3,1,2,694,1950,Glen Eira,Southern Metropolitan,1165000
Bentleigh,4,h,hockingstuart,4,2,4,736,1950,Glen Eira,Southern Metropolitan,1910000
Bentleigh,2,u,hockingstuart,2,1,3,336,1960,Glen Eira,Southern Metropolitan,820000
Bentleigh,4,h,hockingstuart,4,2,2,611,1970,Glen Eira,Southern Metropolitan,1430000
Bentleigh,2,h,Buxton,2,1,2,274,1970,Glen Eira,Southern Metropolitan,910000
Bentleigh,4,h,Buxton,4,4,2,579,2012,Glen Eira,Southern Metropolitan,2520000
Bentleigh,5,h,Woodards,5,2,2,567,1926,Glen Eira,Southern Metropolitan,1900000
Bentleigh,4,h,Hodges,3,2,2,570,1930,Glen Eira,Southern Metropolitan,1650000
Bentleigh,2,t,Buxton,2,2,1,123,2007,Glen Eira,Southern Metropolitan,670000
Bentleigh,2,t,Bayside,2,1,1,83,1998,Glen Eira,Southern Metropolitan,680000
Bentleigh,4,t,Buxton,4,3,3,346,2010,Glen Eira,Southern Metropolitan,1320000
Bentleigh,6,h,hockingstuart,6,3,2,708,1988,Glen Eira,Southern Metropolitan,1900000
Bentleigh,3,h,Buxton,2,2,2,572,1930,Glen Eira,Southern Metropolitan,1535000
Bentleigh,4,h,hockingstuart,3,1,5,594,1940,Glen Eira,Southern Metropolitan,1281000
Bentleigh,5,h,Buxton,5,2,2,664,1950,Glen Eira,Southern Metropolitan,1385000
Bentleigh,4,h,Buxton,4,4,2,579,2012,Glen Eira,Southern Metropolitan,2620000
Bentleigh East,2,h,Buxton,2,2,1,176,2008,Glen Eira,Southern Metropolitan,825000
Bentleigh East,2,u,hockingstuart,2,1,2,281,2002,Glen Eira,Southern Metropolitan,746000
Bentleigh East,5,h,Buxton,5,2,2,683,1960,Glen Eira,Southern Metropolitan,1275000
Bentleigh East,3,u,Woodards,3,2,2,384,1999,Glen Eira,Southern Metropolitan,1025000
Bentleigh East,2,u,Woodards,2,1,1,76,1980,Glen Eira,Southern Metropolitan,495000
Bentleigh East,4,h,Hodges,3,2,2,585,1950,Glen Eira,Southern Metropolitan,1220000
Bentleigh East,3,h,C21,3,1,2,565,1950,Glen Eira,Southern Metropolitan,885000
Bentleigh East,3,t,Buxton,0,2,2,292,2012,Glen Eira,Southern Metropolitan,830000
Bentleigh East,4,h,Hodges,4,2,2,633,1975,Glen Eira,Southern Metropolitan,1100000
Bentleigh East,3,h,hockingstuart,3,2,2,598,1970,Glen Eira,Southern Metropolitan,1040000
Bentleigh East,4,t,hockingstuart,3,3,2,291,2014,Glen Eira,Southern Metropolitan,1210000
Bentleigh East,4,t,hockingstuart,3,2,2,321,2006,Glen Eira,Southern Metropolitan,1160000
Bentleigh East,3,h,Woodards,3,2,3,730,1970,Glen Eira,Southern Metropolitan,1215000
Bentleigh East,4,h,hockingstuart,4,2,2,619,1960,Glen Eira,Southern Metropolitan,1200000
Bentleigh East,3,h,Buxton,3,2,2,627,1950,Glen Eira,Southern Metropolitan,1050000
Bentleigh East,5,h,Woodards,5,2,4,618,1950,Glen Eira,Southern Metropolitan,950000
Bentleigh East,3,h,Buxton,3,2,2,610,1970,Glen Eira,Southern Metropolitan,1338000
Bentleigh East,2,u,Gary,2,1,1,265,1960,Glen Eira,Southern Metropolitan,651000
Bentleigh East,3,h,Buxton,3,1,3,583,1955,Glen Eira,Southern Metropolitan,920000
Bentleigh East,3,h,Buxton,4,2,2,590,1960,Glen Eira,Southern Metropolitan,1390000
Bentleigh East,3,h,Buxton,3,1,2,578,1955,Glen Eira,Southern Metropolitan,1100000
Bentleigh East,4,h,Hodges,4,1,1,636,1940,Glen Eira,Southern Metropolitan,1206000
Bentleigh East,4,h,Buxton,4,2,2,604,1970,Glen Eira,Southern Metropolitan,1415000
Bentleigh East,4,t,hockingstuart,4,2,2,305,2012,Glen Eira,Southern Metropolitan,1185000
Bentleigh East,4,t,Woodards,4,3,1,313,1960,Glen Eira,Southern Metropolitan,1060000
Bentleigh East,3,h,Ray,3,2,2,295,1998,Glen Eira,Southern Metropolitan,845000
Bentleigh East,3,t,Buxton,3,2,1,254,1995,Glen Eira,Southern Metropolitan,860000
Bentleigh East,3,t,Buxton,3,2,2,167,2009,Glen Eira,Southern Metropolitan,921000
Bentleigh East,2,h,Woodards,2,1,1,300,1960,Glen Eira,Southern Metropolitan,742500
Bentleigh East,3,h,Buxton,3,2,2,578,1950,Glen Eira,Southern Metropolitan,920000
Bentleigh East,2,h,Buxton,2,1,1,591,1960,Glen Eira,Southern Metropolitan,702000
Bentleigh East,3,t,hockingstuart,3,2,1,268,2000,Glen Eira,Southern Metropolitan,805000
Bentleigh East,4,h,Hodges,4,2,1,274,2004,Glen Eira,Southern Metropolitan,1100000
Bentleigh East,3,h,Woodards,3,1,4,726,1950,Glen Eira,Southern Metropolitan,1050000
Bentleigh East,2,h,Buxton,2,2,1,201,2005,Glen Eira,Southern Metropolitan,722000
Bentleigh East,3,h,Buxton,3,1,2,588,1960,Glen Eira,Southern Metropolitan,930000
Bentleigh East,3,h,Buxton,3,2,1,291,2000,Glen Eira,Southern Metropolitan,921000
Bentleigh East,4,h,First,3,1,2,610,1950,Glen Eira,Southern Metropolitan,1035000
Bentleigh East,3,u,Gary,3,2,1,228,1996,Glen Eira,Southern Metropolitan,720000
Bentleigh East,4,h,hockingstuart,4,2,2,618,1950,Glen Eira,Southern Metropolitan,1352000
Bentleigh East,4,t,Woodards,4,2,2,296,2006,Glen Eira,Southern Metropolitan,1005000
Bentleigh East,5,h,Buxton,4,2,2,659,1930,Glen Eira,Southern Metropolitan,1600000
Bentleigh East,3,h,hockingstuart,3,1,1,721,1970,Glen Eira,Southern Metropolitan,1200000
Bentleigh East,3,h,Buxton,3,2,2,421,1950,Glen Eira,Southern Metropolitan,780000
Bentleigh East,4,t,Buxton,4,2,2,314,2010,Glen Eira,Southern Metropolitan,1250000
Bentleigh East,4,h,Buxton,4,2,2,583,1960,Glen Eira,Southern Metropolitan,1110000
Bentleigh East,4,h,Gary,4,2,2,700,1950,Glen Eira,Southern Metropolitan,1690000
Bentleigh East,3,u,Woodards,3,3,1,391,1950,Glen Eira,Southern Metropolitan,791000
Bentleigh East,3,h,Beller,3,1,3,780,1940,Glen Eira,Southern Metropolitan,900000
Bentleigh East,3,h,hockingstuart,4,2,2,337,2010,Glen Eira,Southern Metropolitan,1189000
Bentleigh East,3,t,Matthew,3,2,2,267,2000,Glen Eira,Southern Metropolitan,970000
Bentleigh East,3,h,C21,3,2,2,213,2003,Glen Eira,Southern Metropolitan,823000
Bentleigh East,4,t,Buxton,4,2,1,450,1940,Glen Eira,Southern Metropolitan,950000
Bentleigh East,4,t,Buxton,4,2,1,316,2010,Glen Eira,Southern Metropolitan,1045000
Bentleigh East,3,u,Buxton,3,2,2,252,1994,Glen Eira,Southern Metropolitan,800000
Bentleigh East,2,u,hockingstuart,2,1,1,154,2000,Glen Eira,Southern Metropolitan,655000
Bentleigh East,5,h,Hodges,5,3,2,623,1950,Glen Eira,Southern Metropolitan,1550000
Bentleigh East,3,h,Woodards,3,1,1,250,1980,Glen Eira,Southern Metropolitan,835000
Bentleigh East,4,t,Buxton,3,2,2,319,2015,Glen Eira,Southern Metropolitan,1465000
Bentleigh East,3,h,Buxton,3,1,1,587,1950,Glen Eira,Southern Metropolitan,910000
Bentleigh East,3,u,Buxton,3,2,1,388,2007,Glen Eira,Southern Metropolitan,920000
Bentleigh East,3,t,hockingstuart,3,2,2,230,2012,Glen Eira,Southern Metropolitan,935000
Bentleigh East,3,h,Buxton,3,1,2,543,1970,Glen Eira,Southern Metropolitan,977000
Bentleigh East,3,h,Woodards,3,1,2,686,1950,Glen Eira,Southern Metropolitan,1352000
Bentleigh East,4,h,Buxton,4,2,2,575,1960,Glen Eira,Southern Metropolitan,1115000
Bentleigh East,3,h,hockingstuart,3,1,1,710,1966,Glen Eira,Southern Metropolitan,780000
Bentleigh East,3,h,Buxton,3,1,2,692,1949,Glen Eira,Southern Metropolitan,1197000
Bentleigh East,3,u,Woodards,3,2,1,316,1950,Glen Eira,Southern Metropolitan,810000
Bentleigh East,4,h,Marshall,4,1,1,582,1960,Glen Eira,Southern Metropolitan,1365000
Bentleigh East,4,h,hockingstuart,4,2,2,598,2006,Glen Eira,Southern Metropolitan,1698888
Bentleigh East,3,t,Buxton,3,2,1,283,2010,Glen Eira,Southern Metropolitan,965000
Bentleigh East,3,u,Woodards,3,2,2,365,2011,Glen Eira,Southern Metropolitan,870000
Bentleigh East,3,h,hockingstuart,3,2,3,629,1950,Glen Eira,Southern Metropolitan,1161000
Bentleigh East,3,h,hockingstuart,3,1,3,676,1970,Glen Eira,Southern Metropolitan,1266000
Bentleigh East,3,t,hockingstuart,3,2,2,194,2008,Glen Eira,Southern Metropolitan,700000
Bentleigh East,4,t,Buxton,4,4,2,363,2012,Glen Eira,Southern Metropolitan,1325000
Bentleigh East,3,u,hockingstuart,3,2,1,281,2005,Glen Eira,Southern Metropolitan,770000
Bentleigh East,4,h,RT,4,2,2,620,1980,Glen Eira,Southern Metropolitan,1175000
Bentleigh East,3,h,Woodards,3,1,1,640,1960,Glen Eira,Southern Metropolitan,1200000
Bentleigh East,4,h,Gary,4,1,2,684,1970,Glen Eira,Southern Metropolitan,1370000
Bentleigh East,4,h,Hodges,4,1,1,725,1950,Glen Eira,Southern Metropolitan,1433500
Bentleigh East,3,t,hockingstuart,3,2,1,210,2005,Glen Eira,Southern Metropolitan,860000
Bentleigh East,2,u,hockingstuart,2,1,1,194,1995,Glen Eira,Southern Metropolitan,715000
Bentleigh East,5,h,hockingstuart,5,3,2,583,2007,Glen Eira,Southern Metropolitan,1550000
Bentleigh East,3,u,hockingstuart,3,1,2,406,1996,Glen Eira,Southern Metropolitan,790000
Bentleigh East,3,h,Nick,3,1,2,596,1960,Glen Eira,Southern Metropolitan,1020000
Bentleigh East,3,h,Ray,3,2,1,185,2012,Glen Eira,Southern Metropolitan,886000
Bentleigh East,4,h,C21,4,2,3,625,1997,Glen Eira,Southern Metropolitan,1015000
Bentleigh East,3,u,Woodards,3,2,2,395,2001,Glen Eira,Southern Metropolitan,830000
Bentleigh East,4,h,Buxton,4,2,2,610,1950,Glen Eira,Southern Metropolitan,1255000
Bentleigh East,3,h,Buxton,3,1,1,593,1950,Glen Eira,Southern Metropolitan,1320000
Bentleigh East,3,h,Gary,3,2,1,326,1950,Glen Eira,Southern Metropolitan,870000
Bentleigh East,4,h,hockingstuart,4,2,2,592,2013,Glen Eira,Southern Metropolitan,1472500
Bentleigh East,2,h,hockingstuart,2,2,2,298,2005,Glen Eira,Southern Metropolitan,640000
Box Hill,4,h,hockingstuart,4,2,2,697,1940,Whitehorse,Eastern Metropolitan,1620000
Box Hill,2,u,McGrath,2,1,1,140,1965,Whitehorse,Eastern Metropolitan,645000
Box Hill,4,h,Ray,4,2,2,206,2003,Whitehorse,Eastern Metropolitan,880000
Box Hill,4,h,Jellis,3,2,3,729,1905,Whitehorse,Eastern Metropolitan,1560000
Box Hill,3,h,Marshall,3,2,2,458,1950,Whitehorse,Eastern Metropolitan,1715000
Box Hill,3,h,Marshall,3,1,2,550,1950,Whitehorse,Eastern Metropolitan,1200000
Box Hill,3,h,Fletchers,3,1,0,741,1910,Whitehorse,Eastern Metropolitan,1760000
Box Hill,1,u,hockingstuart,1,1,1,774,1970,Whitehorse,Eastern Metropolitan,288000
Box Hill,3,h,Ray,3,1,2,384,1950,Whitehorse,Eastern Metropolitan,948000
Box Hill,4,h,Lindellas,4,1,2,715,1950,Whitehorse,Eastern Metropolitan,2770000
Box Hill,4,t,Lindellas,4,2,2,299,2008,Whitehorse,Eastern Metropolitan,975000
Box Hill,3,h,Lindellas,3,1,1,702,1950,Whitehorse,Eastern Metropolitan,1325000
Box Hill,3,t,Jellis,3,2,1,150,2000,Whitehorse,Eastern Metropolitan,750000
Box Hill,3,h,hockingstuart,3,2,1,643,1940,Whitehorse,Eastern Metropolitan,1400000
Box Hill,3,h,Ray,3,1,2,664,1930,Whitehorse,Eastern Metropolitan,1500000
Box Hill,4,h,Fletchers,4,2,1,692,1890,Whitehorse,Eastern Metropolitan,1600000
Box Hill,4,h,Allens,3,2,2,780,1927,Whitehorse,Eastern Metropolitan,1461400
Box Hill,3,u,Fletchers,3,1,1,211,1980,Whitehorse,Eastern Metropolitan,775000
Box Hill,4,h,Noel,4,4,4,707,1926,Whitehorse,Eastern Metropolitan,1670000
Box Hill,3,h,Lindellas,3,1,2,763,1945,Whitehorse,Eastern Metropolitan,4000000
Box Hill,3,h,Lindellas,3,1,1,307,1890,Whitehorse,Eastern Metropolitan,928000
Box Hill,2,u,Marshall,2,2,1,176,2000,Whitehorse,Eastern Metropolitan,761000
Box Hill,2,u,Philip,2,1,1,151,1970,Whitehorse,Eastern Metropolitan,636000
Box Hill,4,h,Noel,4,2,2,620,1912,Whitehorse,Eastern Metropolitan,1625000
Box Hill,3,h,Jellis,3,1,2,228,2005,Whitehorse,Eastern Metropolitan,836000
